,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
603,This game has 9 reported Temporal Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 15 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,9,15,4,8,12,15,15,11
604,This game has 9 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,9,11,0,9,5,6,14,5
605,This game has 13 reported Temporal Dark Patterns. There are 29 votes indicating the absence of a dark pattern.,This game has 27 reported Monetary Dark Patterns. There are 32 votes indicating the absence of a dark pattern.,This game has 13 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 20 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,13,27,13,20,29,32,28,18
606,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 1 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,1,0,0,2,0,0,0
607,This game has 9 reported Temporal Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 9 reported Social Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,9,13,9,3,10,17,10,12
608,This game has 73 reported Temporal Dark Patterns. There are 86 votes indicating the absence of a dark pattern.,This game has 110 reported Monetary Dark Patterns. There are 134 votes indicating the absence of a dark pattern.,This game has 38 reported Social Dark Patterns. There are 122 votes indicating the absence of a dark pattern.,This game has 58 reported Psychological Dark Patterns. There are 101 votes indicating the absence of a dark pattern.,73,110,38,58,86,134,122,101
609,This game has 3 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,3,2,0,3,0,0,7,0
610,This game has 2 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,2,3,1,1,4,4,0,1
611,This game has 2 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,2,4,0,2,0,0,7,0
612,This game has 5 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,5,13,3,3,8,7,9,11
613,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,4,5,0,2,0,5,7,2
614,This game has 71 reported Temporal Dark Patterns. There are 88 votes indicating the absence of a dark pattern.,This game has 87 reported Monetary Dark Patterns. There are 172 votes indicating the absence of a dark pattern.,This game has 43 reported Social Dark Patterns. There are 111 votes indicating the absence of a dark pattern.,This game has 87 reported Psychological Dark Patterns. There are 77 votes indicating the absence of a dark pattern.,71,87,43,87,88,172,111,77
615,This game has 13 reported Temporal Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 18 reported Monetary Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 13 reported Psychological Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,13,18,6,13,15,26,20,13
616,This game has 11 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,11,11,0,3,7,10,7,4
617,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,4,1,3,3,7,6,4
618,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,3,6,0,4,4,4,7,3
619,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,0,8,1,4,7,3,6,3
620,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,5,1,3,4,6,6,4
621,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,4,4,2,2,3,7,4,5
622,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,4,2,2,3,7,5,4
623,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,3,4,0,6,4,7,7,1
624,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,5,5,1,1,2,6,6,6
625,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,4,5,0,4,3,6,7,3
626,This game has 5 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,4,0,4,1,7,7,3
627,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,6,0,3,3,5,7,4
628,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,4,4,0,5,2,7,7,2
629,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,3,3,2,4,4,7,5,3
630,This game has 1 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,1,3,2,6,6,8,5,1
631,This game has 2 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,2,6,0,5,5,5,7,2
632,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,5,5,1,1,2,6,6,6
633,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,4,5,0,4,3,6,7,3
634,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,3,5,2,2,4,6,5,5
635,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,3,6,0,4,4,4,7,3
636,This game has 0 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,3,0,2,0,0,0,0
637,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,6,4,0,3,1,7,7,4
638,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,5,4,0,4,2,7,7,3
639,This game has 4 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,4,5,1,2,2,6,6,5
640,This game has 2 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,2,5,2,3,5,6,5,4
641,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,5,0,3,2,6,7,4
642,This game has 13 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,13,16,0,6,6,15,14,14
643,This game has 5 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,5,8,4,3,7,9,6,9
644,This game has 27 reported Temporal Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 27 reported Monetary Dark Patterns. There are 30 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 42 votes indicating the absence of a dark pattern.,This game has 18 reported Psychological Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,27,27,0,18,12,30,42,19
645,This game has 5 reported Temporal Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,5,16,8,6,16,16,11,10
646,This game has 4 reported Temporal Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,4,11,5,4,10,11,9,8
647,This game has 3 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,3,7,0,1,2,3,7,3
648,This game has 2 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,2,5,1,2,4,4,6,2
649,This game has 5 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,5,9,4,4,7,13,8,9
650,This game has 3 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,0,3,2,2,0,4,4
651,This game has 8 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,8,11,2,3,6,10,12,11
652,This game has 11 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,11,11,2,10,9,18,19,8
653,This game has 19 reported Temporal Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 19 reported Monetary Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 13 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,19,19,1,13,9,20,33,16
654,This game has 2 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Monetary Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,2,1,4,2,5,8,2,0
655,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,5,2,0,3,2,9,0,4
656,This game has 21 reported Temporal Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 26 reported Monetary Dark Patterns. There are 59 votes indicating the absence of a dark pattern.,This game has 20 reported Social Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 28 reported Psychological Dark Patterns. There are 26 votes indicating the absence of a dark pattern.,21,26,20,28,35,59,35,26
657,This game has 0 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,0,3,1,1,0,0,2,1
658,This game has 10 reported Temporal Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 23 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 23 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,10,23,4,7,16,17,23,16
659,This game has 18 reported Temporal Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 17 reported Monetary Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 15 reported Psychological Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,18,17,1,15,12,27,27,13
660,This game has 2 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,2,4,1,1,0,6,6,1
661,This game has 3 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,3,5,0,3,2,6,7,2
662,This game has 9 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,9,9,2,2,5,12,11,12
663,This game has 15 reported Temporal Dark Patterns. There are 24 votes indicating the absence of a dark pattern.,This game has 21 reported Monetary Dark Patterns. There are 38 votes indicating the absence of a dark pattern.,This game has 10 reported Social Dark Patterns. There are 31 votes indicating the absence of a dark pattern.,This game has 19 reported Psychological Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,15,21,10,19,24,38,31,18
664,This game has 9 reported Temporal Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 10 reported Monetary Dark Patterns. There are 25 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,9,10,8,10,16,25,11,11
665,This game has 20 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 30 reported Monetary Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 37 votes indicating the absence of a dark pattern.,This game has 14 reported Psychological Dark Patterns. There are 25 votes indicating the absence of a dark pattern.,20,30,5,14,21,27,37,25
666,This game has 32 reported Temporal Dark Patterns. There are 29 votes indicating the absence of a dark pattern.,This game has 30 reported Monetary Dark Patterns. There are 73 votes indicating the absence of a dark pattern.,This game has 20 reported Social Dark Patterns. There are 40 votes indicating the absence of a dark pattern.,This game has 21 reported Psychological Dark Patterns. There are 38 votes indicating the absence of a dark pattern.,32,30,20,21,29,73,40,38
667,This game has 5 reported Temporal Dark Patterns. There are 23 votes indicating the absence of a dark pattern.,This game has 19 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 10 reported Social Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,5,19,10,10,23,22,17,17
668,This game has 2 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,2,0,0,1,1,0,0,1
669,This game has 3 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 1 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,3,1,0,0,2,0,0,0
670,This game has 7 reported Temporal Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 12 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,7,12,0,5,6,10,14,9
671,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,2,2,3,3,9,5,4
672,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,0,5,3,4,7,6,4,3
673,This game has 2 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,2,2,1,0,1,2,3,0
674,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,3,5,2,1,4,6,5,6
675,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,5,5,2,7,5,2,5
676,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,4,4,2,1,3,7,5,6
677,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,7,1,2,7,7,10,6,5
